RDlevel,HTshots,ATshots,HTshotOnTarget,ATshotsOnTarget,possession,HTgoals,ATgoals,HDA
15to17,11to14,21+,0to1,7to9,47to56%,1,4+,A
15to17,11to14,11to14,4to6,2to3,47to56%,0,1,A
12to14,7to10,11to14,4to6,7to9,47to56%,0,0,D
15to17,11to14,7to10,4to6,2to3,38to46%,0,1,A
18to20,15to20,11to14,2to3,7to9,38to46%,0,0,D
6to8,15to20,11to14,10+,0to1,38to46%,4+,0,H
9to11,11to14,7to10,2to3,2to3,47to56%,0,0,D
9to11,7to10,11to14,2to3,4to6,47to56%,1,2,A
9to11,11to14,15to20,4to6,4to6,38to46%,2,0,H
12to14,15to20,7to10,4to6,0to1,66%+,0,0,D
12to14,15to20,15to20,0to1,7to9,38to46%,0,1,A
12to14,15to20,11to14,10+,4to6,47to56%,1,0,H
9to11,7to10,15to20,7to9,4to6,47to56%,4+,3,H
9to11,7to10,7to10,2to3,4to6,47to56%,0,3,A
9to11,11to14,11to14,7to9,7to9,47to56%,1,1,D
18to20,15to20,15to20,4to6,7to9,47to56%,1,3,A
15to17,15to20,15to20,4to6,4to6,47to56%,1,2,A
18to20,15to20,11to14,7to9,4to6,38to46%,2,1,H
12to14,7to10,11to14,2to3,4to6,38to46%,0,2,A
12to14,11to14,11to14,4to6,7to9,38to46%,2,1,H
15to17,21+,11to14,7to9,7to9,38to46%,1,1,D
6to8,11to14,7to10,4to6,2to3,57to65%,2,2,D
12to14,0to6,11to14,0to1,4to6,47to56%,0,1,A
9to11,15to20,11to14,7to9,7to9,47to56%,1,0,H
9to11,15to20,0to6,0to1,2to3,57to65%,1,0,H
6to8,21+,7to10,10+,4to6,57to65%,2,1,H
9to11,7to10,11to14,4to6,4to6,38to46%,1,0,H
18to20,11to14,11to14,4to6,4to6,38to46%,0,0,D
3to5,21+,7to10,10+,4to6,57to65%,3,1,H
21to23,0to6,21+,2to3,10+,38to46%,0,3,A
12to14,15to20,7to10,4to6,4to6,38to46%,1,0,H
3to5,15to20,0to6,7to9,2to3,57to65%,2,1,H
3to5,15to20,15to20,7to9,7to9,57to65%,2,1,H
15to17,11to14,11to14,7to9,2to3,38to46%,1,0,H
15to17,7to10,15to20,2to3,10+,47to56%,1,3,A
12to14,11to14,7to10,4to6,4to6,47to56%,3,1,H
3to5,7to10,7to10,4to6,4to6,47to56%,4+,0,H
9to11,11to14,11to14,4to6,4to6,38to46%,1,3,A
6to8,15to20,0to6,7to9,2to3,66%+,1,1,D
15to17,11to14,7to10,7to9,4to6,38to46%,0,0,D
9to11,15to20,11to14,7to9,4to6,57to65%,3,2,H
12to14,11to14,7to10,7to9,2to3,38to46%,4+,0,H
3to5,7to10,0to6,4to6,2to3,47to56%,2,1,H
12to14,11to14,0to6,2to3,0to1,47to56%,1,0,H
3to5,15to20,7to10,10+,4to6,57to65%,3,1,H
12to14,11to14,15to20,4to6,7to9,47to56%,1,3,A
21to23,7to10,15to20,0to1,4to6,38to46%,1,3,A
6to8,21+,7to10,10+,4to6,57to65%,0,1,A
12to14,0to6,7to10,2to3,2to3,38to46%,0,0,D
3to5,11to14,0to6,7to9,2to3,57to65%,0,1,A
9to11,15to20,11to14,7to9,7to9,47to56%,1,4+,A
18to20,11to14,11to14,7to9,7to9,47to56%,2,2,D
12to14,11to14,7to10,2to3,4to6,38to46%,1,2,A
6to8,7to10,7to10,7to9,2to3,47to56%,3,2,H
9to11,11to14,15to20,4to6,7to9,38to46%,1,0,H
15to17,11to14,11to14,4to6,4to6,47to56%,1,2,A
15to17,0to6,7to10,0to1,2to3,<38%,0,1,A
21to23,7to10,11to14,4to6,10+,<38%,1,4+,A
6to8,15to20,7to10,2to3,4to6,57to65%,2,0,H
3to5,15to20,7to10,2to3,2to3,47to56%,0,0,D
3to5,15to20,0to6,7to9,0to1,47to56%,4+,0,H
9to11,21+,15to20,4to6,7to9,47to56%,3,0,H
18to20,21+,11to14,4to6,2to3,47to56%,1,3,A
3to5,21+,7to10,10+,2to3,66%+,3,0,H
6to8,15to20,0to6,7to9,2to3,66%+,1,1,D
3to5,11to14,11to14,4to6,4to6,57to65%,1,2,A
9to11,7to10,7to10,4to6,4to6,47to56%,2,3,A
6to8,21+,7to10,10+,0to1,66%+,1,0,H
12to14,11to14,7to10,4to6,4to6,47to56%,1,3,A
18to20,7to10,0to6,2to3,2to3,38to46%,1,0,H
15to17,11to14,11to14,2to3,7to9,47to56%,0,1,A
18to20,0to6,15to20,2to3,10+,<38%,0,4+,A
15to17,15to20,11to14,10+,7to9,57to65%,1,1,D
9to11,7to10,11to14,2to3,7to9,57to65%,1,0,H
15to17,21+,7to10,4to6,4to6,57to65%,4+,1,H
18to20,15to20,11to14,2to3,7to9,47to56%,1,1,D
15to17,15to20,11to14,7to9,2to3,<38%,0,3,A
21to23,15to20,15to20,7to9,7to9,38to46%,0,1,A
3to5,11to14,7to10,7to9,4to6,47to56%,4+,1,H
9to11,15to20,7to10,7to9,4to6,57to65%,1,2,A
12to14,7to10,11to14,4to6,4to6,47to56%,1,1,D
9to11,11to14,11to14,10+,4to6,47to56%,4+,3,H
6to8,21+,0to6,10+,2to3,47to56%,4+,0,H
12to14,11to14,15to20,4to6,7to9,38to46%,1,2,A
15to17,11to14,7to10,4to6,4to6,47to56%,2,2,D
9to11,15to20,11to14,2to3,2to3,47to56%,1,1,D
9to11,21+,15to20,4to6,4to6,57to65%,1,2,A
6to8,21+,7to10,10+,2to3,47to56%,3,3,D
9to11,11to14,7to10,7to9,2to3,66%+,4+,1,H
15to17,11to14,15to20,4to6,4to6,38to46%,1,0,H
3to5,15to20,7to10,10+,7to9,66%+,4+,1,H
12to14,15to20,7to10,7to9,2to3,47to56%,0,1,A
9to11,11to14,15to20,7to9,10+,38to46%,2,1,H
6to8,21+,11to14,10+,4to6,47to56%,1,3,A
1to2,11to14,7to10,7to9,4to6,66%+,4+,1,H
15to17,7to10,7to10,2to3,4to6,<38%,0,1,A
6to8,15to20,7to10,4to6,0to1,47to56%,1,0,H
15to17,0to6,11to14,0to1,4to6,<38%,0,0,D
6to8,21+,0to6,10+,0to1,57to65%,0,0,D
9to11,7to10,15to20,4to6,10+,57to65%,2,2,D
6to8,15to20,7to10,4to6,2to3,66%+,1,1,D
3to5,21+,11to14,10+,4to6,66%+,3,1,H
18to20,0to6,15to20,2to3,4to6,<38%,0,4+,A
15to17,7to10,7to10,4to6,0to1,47to56%,1,0,H
9to11,11to14,15to20,2to3,10+,47to56%,0,0,D
3to5,15to20,0to6,10+,2to3,66%+,4+,1,H
12to14,0to6,7to10,0to1,0to1,<38%,1,0,H
9to11,11to14,11to14,7to9,4to6,47to56%,0,3,A
12to14,21+,7to10,2to3,2to3,47to56%,2,0,H
15to17,7to10,11to14,2to3,2to3,38to46%,1,3,A
9to11,7to10,7to10,4to6,4to6,47to56%,1,1,D
3to5,15to20,0to6,7to9,4to6,47to56%,2,2,D
6to8,21+,11to14,4to6,4to6,47to56%,1,2,A
6to8,11to14,7to10,4to6,2to3,57to65%,1,0,H
15to17,11to14,11to14,4to6,7to9,47to56%,0,3,A
3to5,21+,15to20,10+,4to6,57to65%,1,0,H
6to8,15to20,15to20,10+,7to9,57to65%,3,2,H
6to8,21+,7to10,7to9,2to3,57to65%,3,1,H
9to11,15to20,15to20,7to9,4to6,57to65%,1,0,H
21to23,15to20,7to10,7to9,2to3,38to46%,2,0,H
12to14,11to14,11to14,7to9,0to1,38to46%,3,1,H
18to20,11to14,11to14,2to3,4to6,38to46%,1,2,A
3to5,11to14,7to10,7to9,0to1,47to56%,1,1,D
6to8,11to14,11to14,4to6,4to6,47to56%,3,3,D
12to14,11to14,15to20,4to6,2to3,47to56%,2,2,D
9to11,15to20,7to10,4to6,2to3,47to56%,1,0,H
12to14,7to10,7to10,0to1,4to6,47to56%,0,0,D
12to14,11to14,7to10,10+,4to6,47to56%,4+,1,H
9to11,15to20,7to10,7to9,2to3,47to56%,1,1,D
6to8,21+,7to10,10+,2to3,57to65%,1,0,H
6to8,7to10,0to6,4to6,2to3,57to65%,3,1,H
3to5,11to14,0to6,10+,0to1,57to65%,4+,0,H
9to11,15to20,0to6,7to9,4to6,47to56%,3,0,H
21to23,11to14,15to20,0to1,7to9,<38%,0,2,A
9to11,11to14,7to10,10+,2to3,57to65%,2,0,H
12to14,7to10,7to10,2to3,4to6,38to46%,1,0,H
6to8,21+,7to10,10+,4to6,57to65%,1,1,D
6to8,11to14,0to6,4to6,0to1,38to46%,0,0,D
18to20,11to14,15to20,7to9,10+,38to46%,0,4+,A
6to8,11to14,7to10,2to3,4to6,47to56%,2,1,H
18to20,7to10,11to14,2to3,2to3,38to46%,2,1,H
15to17,11to14,15to20,4to6,4to6,38to46%,2,2,D
15to17,7to10,21+,4to6,10+,<38%,1,3,A
12to14,7to10,7to10,2to3,4to6,47to56%,1,1,D
9to11,7to10,7to10,2to3,4to6,47to56%,1,0,H
3to5,11to14,0to6,4to6,0to1,57to65%,2,0,H
15to17,7to10,11to14,4to6,7to9,38to46%,0,3,A
12to14,11to14,11to14,4to6,4to6,47to56%,3,1,H
15to17,11to14,11to14,4to6,7to9,38to46%,2,4+,A
18to20,0to6,7to10,4to6,4to6,47to56%,1,0,H
9to11,15to20,11to14,7to9,4to6,47to56%,2,1,H
1to2,21+,0to6,10+,2to3,66%+,2,0,H
12to14,7to10,11to14,4to6,2to3,57to65%,0,2,A
18to20,11to14,7to10,4to6,2to3,47to56%,1,1,D
3to5,21+,0to6,10+,0to1,66%+,1,1,D
18to20,0to6,15to20,0to1,2to3,<38%,1,0,H
12to14,11to14,11to14,7to9,7to9,47to56%,4+,2,H
15to17,11to14,11to14,7to9,2to3,57to65%,1,0,H
12to14,15to20,0to6,7to9,2to3,47to56%,1,1,D
15to17,7to10,11to14,2to3,7to9,47to56%,0,2,A
15to17,11to14,11to14,7to9,4to6,47to56%,1,3,A
15to17,0to6,7to10,0to1,2to3,38to46%,0,1,A
3to5,15to20,0to6,10+,2to3,66%+,1,1,D
9to11,15to20,7to10,7to9,7to9,47to56%,4+,0,H
12to14,21+,11to14,4to6,7to9,47to56%,2,2,D
6to8,7to10,7to10,2to3,4to6,57to65%,1,2,A
12to14,0to6,11to14,0to1,2to3,38to46%,0,1,A
15to17,7to10,15to20,2to3,7to9,47to56%,0,1,A
3to5,21+,11to14,7to9,2to3,57to65%,2,0,H
18to20,7to10,11to14,4to6,4to6,<38%,4+,0,H
15to17,11to14,11to14,2to3,4to6,<38%,0,2,A
15to17,11to14,11to14,4to6,4to6,<38%,2,3,A
15to17,11to14,7to10,7to9,4to6,<38%,4+,3,H
15to17,7to10,11to14,0to1,4to6,47to56%,0,1,A
18to20,15to20,21+,4to6,7to9,47to56%,0,2,A
6to8,15to20,7to10,7to9,2to3,47to56%,2,0,H
1to2,15to20,11to14,7to9,2to3,66%+,3,1,H
9to11,11to14,7to10,7to9,2to3,47to56%,2,0,H
21to23,15to20,7to10,4to6,2to3,38to46%,1,0,H
1to2,21+,0to6,10+,2to3,57to65%,2,0,H
15to17,15to20,0to6,10+,4to6,57to65%,3,1,H
21to23,7to10,11to14,7to9,4to6,38to46%,0,1,A
18to20,0to6,7to10,0to1,2to3,38to46%,1,1,D
12to14,7to10,11to14,4to6,7to9,47to56%,2,2,D
12to14,11to14,11to14,4to6,4to6,47to56%,2,1,H
15to17,15to20,11to14,4to6,4to6,57to65%,1,1,D
12to14,15to20,7to10,4to6,2to3,47to56%,2,0,H
18to20,11to14,11to14,7to9,4to6,38to46%,1,1,D
3to5,15to20,7to10,7to9,4to6,57to65%,3,1,H
18to20,0to6,11to14,2to3,4to6,<38%,1,4+,A
18to20,7to10,15to20,2to3,2to3,47to56%,0,0,D
9to11,11to14,7to10,4to6,2to3,47to56%,3,0,H
6to8,21+,7to10,10+,2to3,47to56%,2,1,H
15to17,7to10,7to10,4to6,4to6,38to46%,2,2,D
15to17,15to20,15to20,10+,7to9,38to46%,1,1,D
6to8,15to20,15to20,4to6,4to6,57to65%,3,0,H
3to5,11to14,0to6,4to6,2to3,66%+,2,0,H
21to23,11to14,21+,4to6,7to9,38to46%,2,4+,A
18to20,7to10,11to14,0to1,4to6,38to46%,0,3,A
9to11,0to6,7to10,2to3,2to3,47to56%,3,1,H
12to14,7to10,15to20,2to3,2to3,<38%,0,1,A
3to5,15to20,7to10,10+,4to6,57to65%,1,0,H
1to2,11to14,7to10,7to9,2to3,66%+,3,1,H
1to2,21+,7to10,7to9,4to6,57to65%,2,1,H
9to11,11to14,7to10,4to6,4to6,47to56%,1,2,A
12to14,15to20,11to14,7to9,7to9,47to56%,1,1,D
9to11,15to20,11to14,10+,7to9,57to65%,4+,1,H
12to14,11to14,0to6,7to9,4to6,57to65%,3,2,H
18to20,7to10,15to20,4to6,7to9,38to46%,0,4+,A
15to17,7to10,7to10,2to3,2to3,47to56%,1,1,D
6to8,15to20,7to10,4to6,4to6,57to65%,2,2,D
12to14,15to20,11to14,4to6,4to6,57to65%,1,0,H
21to23,11to14,7to10,2to3,4to6,<38%,2,1,H
1to2,11to14,7to10,7to9,4to6,57to65%,2,0,H
21to23,15to20,7to10,7to9,4to6,38to46%,1,3,A
12to14,11to14,7to10,4to6,2to3,47to56%,2,0,H
21to23,7to10,11to14,2to3,4to6,<38%,1,3,A
12to14,15to20,11to14,4to6,2to3,47to56%,2,2,D
12to14,15to20,7to10,4to6,0to1,57to65%,2,0,H
21to23,0to6,11to14,2to3,4to6,47to56%,2,0,H
12to14,11to14,11to14,7to9,4to6,38to46%,0,3,A
18to20,11to14,15to20,2to3,4to6,<38%,1,3,A
3to5,21+,0to6,10+,2to3,66%+,3,0,H
18to20,7to10,15to20,2to3,7to9,38to46%,3,3,D
12to14,11to14,7to10,2to3,2to3,38to46%,0,2,A
6to8,15to20,11to14,10+,4to6,47to56%,0,0,D
15to17,0to6,11to14,7to9,4to6,38to46%,2,2,D
6to8,15to20,0to6,10+,0to1,66%+,4+,0,H
3to5,21+,0to6,10+,4to6,66%+,4+,0,H
12to14,11to14,11to14,4to6,4to6,57to65%,0,3,A
15to17,11to14,15to20,2to3,4to6,47to56%,2,3,A
15to17,21+,11to14,4to6,4to6,38to46%,3,1,H
12to14,11to14,21+,4to6,10+,38to46%,1,3,A
18to20,15to20,0to6,7to9,2to3,38to46%,2,2,D
12to14,7to10,7to10,2to3,4to6,38to46%,0,1,A
3to5,15to20,11to14,7to9,4to6,47to56%,2,1,H
15to17,11to14,15to20,2to3,10+,38to46%,1,0,H
9to11,21+,7to10,4to6,7to9,47to56%,2,1,H
21to23,11to14,15to20,10+,4to6,38to46%,0,0,D
15to17,11to14,11to14,7to9,2to3,47to56%,1,1,D
3to5,21+,0to6,4to6,0to1,57to65%,2,0,H
18to20,11to14,21+,7to9,4to6,<38%,1,2,A
9to11,15to20,7to10,7to9,2to3,57to65%,1,1,D
12to14,15to20,7to10,7to9,4to6,47to56%,0,2,A
15to17,11to14,11to14,4to6,4to6,47to56%,2,2,D
15to17,15to20,11to14,10+,7to9,47to56%,0,2,A
12to14,11to14,7to10,4to6,2to3,57to65%,1,1,D
9to11,7to10,11to14,2to3,7to9,47to56%,0,1,A
9to11,11to14,11to14,7to9,7to9,47to56%,3,2,H
9to11,15to20,7to10,4to6,4to6,57to65%,1,0,H
15to17,15to20,11to14,4to6,7to9,57to65%,2,3,A
12to14,11to14,15to20,4to6,7to9,47to56%,1,2,A
12to14,11to14,11to14,2to3,7to9,57to65%,1,2,A
12to14,15to20,0to6,10+,0to1,66%+,0,1,A
18to20,11to14,0to6,4to6,2to3,38to46%,0,3,A
3to5,11to14,7to10,4to6,4to6,57to65%,1,0,H
12to14,15to20,15to20,10+,4to6,<38%,2,2,D
15to17,11to14,15to20,4to6,10+,47to56%,1,1,D
9to11,15to20,7to10,7to9,2to3,38to46%,1,0,H
15to17,11to14,11to14,4to6,7to9,47to56%,2,0,H
9to11,15to20,11to14,10+,2to3,47to56%,4+,0,H
12to14,15to20,0to6,4to6,0to1,57to65%,1,1,D
12to14,11to14,7to10,4to6,2to3,47to56%,3,0,H
15to17,0to6,11to14,0to1,4to6,<38%,0,2,A
12to14,15to20,15to20,10+,7to9,57to65%,0,3,A
1to2,15to20,0to6,10+,2to3,66%+,4+,0,H
3to5,11to14,0to6,10+,2to3,66%+,2,0,H
9to11,11to14,11to14,2to3,4to6,66%+,2,0,H
15to17,11to14,7to10,4to6,2to3,47to56%,1,2,A
9to11,15to20,7to10,10+,2to3,57to65%,1,0,H
9to11,15to20,11to14,10+,7to9,38to46%,4+,1,H
9to11,7to10,0to6,2to3,2to3,66%+,0,2,A
12to14,15to20,7to10,7to9,2to3,57to65%,2,1,H
9to11,0to6,11to14,2to3,7to9,38to46%,1,1,D
9to11,11to14,0to6,7to9,2to3,66%+,0,0,D
9to11,7to10,11to14,2to3,4to6,38to46%,1,1,D
18to20,11to14,7to10,7to9,2to3,38to46%,0,1,A
9to11,21+,11to14,10+,2to3,47to56%,4+,1,H
18to20,0to6,11to14,2to3,4to6,38to46%,0,2,A
9to11,15to20,11to14,4to6,4to6,57to65%,0,4+,A
15to17,21+,11to14,10+,4to6,38to46%,1,1,D
12to14,15to20,11to14,4to6,4to6,57to65%,0,2,A
15to17,11to14,7to10,4to6,2to3,47to56%,0,1,A
6to8,21+,7to10,10+,0to1,57to65%,3,1,H
18to20,11to14,7to10,0to1,4to6,<38%,0,1,A
12to14,11to14,7to10,7to9,2to3,47to56%,0,1,A
6to8,15to20,7to10,7to9,2to3,57to65%,3,1,H
15to17,7to10,15to20,2to3,7to9,38to46%,0,0,D
9to11,11to14,7to10,4to6,4to6,47to56%,4+,3,H
6to8,15to20,21+,10+,10+,38to46%,1,2,A
12to14,7to10,0to6,0to1,2to3,57to65%,0,2,A
1to2,21+,11to14,10+,4to6,66%+,1,1,D
9to11,7to10,7to10,4to6,7to9,57to65%,0,0,D
15to17,15to20,11to14,2to3,7to9,66%+,1,2,A
6to8,15to20,0to6,10+,0to1,47to56%,2,0,H
12to14,7to10,0to6,2to3,2to3,38to46%,1,1,D
18to20,0to6,15to20,0to1,7to9,38to46%,0,3,A
15to17,11to14,11to14,4to6,4to6,47to56%,2,0,H
18to20,15to20,15to20,7to9,4to6,38to46%,0,0,D
12to14,15to20,0to6,4to6,2to3,47to56%,3,0,H
1to2,15to20,7to10,7to9,2to3,66%+,2,1,H
9to11,15to20,7to10,7to9,2to3,57to65%,4+,2,H
21to23,11to14,15to20,4to6,4to6,38to46%,1,2,A
6to8,11to14,0to6,4to6,0to1,47to56%,4+,1,H
15to17,11to14,0to6,10+,4to6,47to56%,1,3,A
12to14,7to10,7to10,2to3,4to6,38to46%,2,3,A
15to17,11to14,15to20,7to9,4to6,38to46%,2,1,H
15to17,15to20,21+,4to6,7to9,38to46%,0,2,A
6to8,15to20,11to14,4to6,0to1,47to56%,2,0,H
9to11,15to20,15to20,4to6,4to6,47to56%,1,2,A
6to8,21+,7to10,10+,2to3,57to65%,2,1,H
6to8,7to10,11to14,4to6,2to3,57to65%,3,1,H
15to17,15to20,15to20,10+,4to6,47to56%,4+,0,H
9to11,7to10,7to10,2to3,2to3,57to65%,0,0,D
1to2,21+,11to14,10+,7to9,66%+,4+,3,H
12to14,15to20,11to14,7to9,4to6,57to65%,3,1,H
15to17,15to20,7to10,10+,0to1,38to46%,3,0,H
18to20,7to10,15to20,7to9,10+,38to46%,2,1,H
12to14,15to20,11to14,7to9,4to6,47to56%,1,3,A
9to11,11to14,7to10,7to9,2to3,57to65%,2,2,D
9to11,7to10,7to10,2to3,7to9,47to56%,2,2,D
9to11,7to10,11to14,2to3,2to3,47to56%,2,1,H
12to14,7to10,11to14,0to1,7to9,38to46%,1,2,A
9to11,21+,7to10,10+,4to6,57to65%,3,1,H
15to17,11to14,15to20,10+,7to9,38to46%,1,4+,A
15to17,11to14,11to14,4to6,4to6,38to46%,3,0,H
9to11,15to20,7to10,10+,4to6,47to56%,1,1,D
18to20,11to14,0to6,4to6,4to6,38to46%,2,2,D
12to14,7to10,15to20,4to6,10+,38to46%,1,1,D
6to8,7to10,15to20,4to6,4to6,57to65%,4+,0,H
12to14,15to20,0to6,7to9,2to3,47to56%,2,1,H
12to14,11to14,7to10,2to3,2to3,47to56%,0,0,D
18to20,7to10,21+,0to1,7to9,38to46%,0,2,A
6to8,21+,11to14,10+,2to3,57to65%,3,2,H
1to2,21+,0to6,7to9,0to1,57to65%,3,0,H
15to17,11to14,7to10,2to3,2to3,57to65%,1,0,H
15to17,0to6,11to14,2to3,4to6,<38%,1,1,D
3to5,21+,11to14,10+,4to6,57to65%,2,1,H
3to5,21+,0to6,4to6,0to1,57to65%,1,0,H
12to14,11to14,7to10,4to6,4to6,47to56%,3,2,H
12to14,11to14,7to10,2to3,0to1,47to56%,1,1,D
3to5,7to10,11to14,7to9,4to6,47to56%,4+,0,H
12to14,11to14,7to10,7to9,2to3,47to56%,2,0,H
9to11,11to14,7to10,2to3,2to3,47to56%,1,1,D
9to11,11to14,7to10,2to3,2to3,66%+,1,0,H
12to14,7to10,7to10,2to3,4to6,57to65%,0,0,D
3to5,15to20,0to6,7to9,2to3,57to65%,1,1,D
6to8,11to14,21+,2to3,10+,38to46%,1,4+,A
15to17,7to10,11to14,4to6,2to3,38to46%,1,1,D
15to17,11to14,15to20,2to3,10+,38to46%,2,4+,A
3to5,21+,11to14,10+,4to6,47to56%,3,0,H
21to23,0to6,21+,2to3,4to6,<38%,0,2,A
12to14,7to10,15to20,2to3,10+,<38%,3,1,H
12to14,11to14,7to10,7to9,4to6,47to56%,3,3,D
6to8,11to14,7to10,4to6,4to6,47to56%,2,1,H
12to14,11to14,7to10,0to1,4to6,38to46%,1,1,D
9to11,15to20,15to20,10+,4to6,38to46%,1,3,A
12to14,11to14,0to6,2to3,2to3,57to65%,1,1,D
15to17,7to10,15to20,2to3,7to9,38to46%,2,2,D
6to8,15to20,7to10,4to6,2to3,47to56%,3,1,H
18to20,11to14,15to20,10+,4to6,47to56%,0,1,A
12to14,15to20,7to10,4to6,4to6,47to56%,1,1,D
21to23,0to6,15to20,2to3,4to6,<38%,1,4+,A
15to17,15to20,11to14,10+,4to6,47to56%,1,1,D
12to14,11to14,15to20,7to9,7to9,38to46%,0,1,A
15to17,0to6,11to14,0to1,4to6,<38%,0,2,A
1to2,21+,7to10,10+,4to6,57to65%,1,1,D
15to17,7to10,7to10,7to9,2to3,<38%,1,1,D
12to14,15to20,11to14,10+,10+,38to46%,0,2,A
15to17,0to6,15to20,0to1,4to6,38to46%,0,1,A
18to20,7to10,7to10,4to6,4to6,47to56%,1,3,A
12to14,15to20,7to10,10+,4to6,57to65%,1,1,D
12to14,7to10,15to20,2to3,10+,38to46%,0,1,A
6to8,11to14,11to14,4to6,7to9,57to65%,1,4+,A
9to11,11to14,7to10,4to6,2to3,47to56%,3,2,H
1to2,11to14,0to6,2to3,2to3,57to65%,3,0,H
12to14,15to20,7to10,4to6,2to3,38to46%,2,2,D
15to17,15to20,11to14,7to9,7to9,<38%,2,0,H
9to11,15to20,11to14,4to6,7to9,47to56%,2,1,H
9to11,15to20,7to10,7to9,0to1,66%+,3,0,H
15to17,15to20,15to20,10+,4to6,38to46%,1,3,A
12to14,0to6,11to14,2to3,7to9,<38%,0,0,D
15to17,11to14,21+,4to6,10+,<38%,1,0,H
12to14,11to14,15to20,10+,7to9,57to65%,2,1,H
9to11,11to14,11to14,4to6,7to9,<38%,1,0,H
15to17,11to14,15to20,4to6,2to3,47to56%,1,1,D
12to14,15to20,11to14,7to9,4to6,47to56%,1,1,D
15to17,7to10,11to14,4to6,7to9,47to56%,3,2,H
6to8,11to14,11to14,4to6,10+,47to56%,1,2,A
9to11,11to14,7to10,0to1,2to3,47to56%,1,0,H
6to8,21+,0to6,7to9,2to3,66%+,1,1,D
9to11,21+,15to20,10+,7to9,47to56%,2,3,A
12to14,0to6,11to14,2to3,7to9,57to65%,2,0,H
3to5,15to20,0to6,10+,0to1,66%+,4+,0,H
6to8,21+,7to10,10+,2to3,57to65%,1,0,H
9to11,15to20,7to10,4to6,2to3,57to65%,1,1,D
6to8,15to20,7to10,7to9,2to3,66%+,2,0,H
12to14,7to10,15to20,2to3,4to6,<38%,1,0,H
9to11,21+,7to10,4to6,2to3,57to65%,1,0,H
18to20,7to10,7to10,2to3,4to6,47to56%,1,1,D
6to8,15to20,11to14,7to9,4to6,47to56%,2,0,H
6to8,11to14,15to20,4to6,4to6,57to65%,4+,2,H
12to14,15to20,11to14,4to6,0to1,47to56%,1,0,H
9to11,15to20,11to14,7to9,4to6,66%+,1,1,D
6to8,11to14,0to6,4to6,2to3,66%+,0,0,D
15to17,11to14,15to20,2to3,4to6,38to46%,1,2,A
3to5,15to20,15to20,10+,7to9,57to65%,2,2,D
9to11,11to14,7to10,4to6,4to6,38to46%,0,2,A
18to20,7to10,21+,4to6,10+,38to46%,1,4+,A
12to14,15to20,7to10,7to9,4to6,47to56%,2,1,H
9to11,21+,7to10,7to9,2to3,57to65%,3,1,H
12to14,11to14,7to10,7to9,4to6,57to65%,3,1,H
15to17,7to10,21+,0to1,7to9,<38%,0,4+,A
15to17,11to14,7to10,2to3,2to3,47to56%,2,1,H
12to14,7to10,11to14,0to1,7to9,47to56%,0,1,A
6to8,7to10,7to10,4to6,4to6,47to56%,2,0,H
21to23,0to6,15to20,2to3,4to6,<38%,0,1,A
6to8,15to20,7to10,10+,2to3,57to65%,1,0,H
12to14,7to10,15to20,2to3,2to3,<38%,2,0,H
15to17,15to20,11to14,4to6,7to9,47to56%,1,0,H
15to17,7to10,15to20,2to3,2to3,38to46%,1,0,H
6to8,15to20,11to14,7to9,4to6,57to65%,3,0,H
18to20,11to14,0to6,2to3,4to6,38to46%,2,1,H
12to14,7to10,15to20,0to1,4to6,38to46%,1,3,A
6to8,15to20,0to6,7to9,2to3,47to56%,4+,1,H
9to11,15to20,15to20,7to9,4to6,38to46%,3,1,H
18to20,11to14,15to20,10+,7to9,<38%,0,4+,A
12to14,11to14,7to10,7to9,2to3,47to56%,2,1,H
21to23,7to10,11to14,4to6,7to9,47to56%,0,1,A
12to14,11to14,11to14,10+,4to6,57to65%,2,0,H
9to11,0to6,11to14,2to3,4to6,<38%,2,2,D
15to17,21+,11to14,7to9,2to3,57to65%,1,1,D
15to17,11to14,0to6,2to3,2to3,47to56%,1,0,H
15to17,15to20,7to10,2to3,7to9,57to65%,1,4+,A
15to17,15to20,7to10,10+,2to3,57to65%,0,0,D
18to20,11to14,11to14,4to6,0to1,<38%,2,1,H
3to5,15to20,7to10,7to9,2to3,47to56%,2,0,H
3to5,21+,0to6,10+,0to1,66%+,3,0,H
12to14,7to10,7to10,2to3,0to1,38to46%,0,0,D
9to11,11to14,7to10,2to3,4to6,47to56%,0,0,D
12to14,11to14,15to20,4to6,7to9,47to56%,2,1,H
12to14,15to20,7to10,10+,2to3,38to46%,1,1,D
12to14,11to14,11to14,4to6,2to3,47to56%,0,0,D
15to17,7to10,11to14,4to6,2to3,47to56%,1,1,D
21to23,7to10,21+,4to6,4to6,38to46%,3,2,H
9to11,15to20,11to14,10+,2to3,38to46%,1,1,D
6to8,15to20,11to14,7to9,2to3,47to56%,3,0,H
12to14,11to14,11to14,4to6,4to6,47to56%,1,1,D
9to11,15to20,11to14,4to6,4to6,57to65%,3,0,H
6to8,15to20,11to14,7to9,2to3,57to65%,1,2,A
3to5,15to20,15to20,7to9,4to6,57to65%,1,0,H
3to5,11to14,11to14,2to3,10+,66%+,2,0,H
15to17,11to14,15to20,10+,4to6,38to46%,3,0,H
9to11,11to14,7to10,7to9,2to3,38to46%,1,1,D
3to5,21+,11to14,7to9,4to6,47to56%,4+,0,H
15to17,21+,15to20,10+,4to6,38to46%,0,0,D
